,Name,Network,Announced,Status,dimensions,wight,build,sim,displaytype,displaysize,displayresolution,O_S,chipset,CPU,cardslot,internal,quad,features,video_main,single,video_selfie,Loudspeaker,wlan,bluetooth,nfc,radio,usb,sensors,battery_type,price
124,Samsung Galaxy A6+ (2018),GSM / HSPA / LTE,"2018, May","Available. Released 2018, May",160.2 x 75.7 x 7.9 mm (6.31 x 2.98 x 0.31 in),186 g (6.56 oz),"Glass front, aluminum back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.0 inches, 91.4 cm2 (~75.3% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), One UI",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM","16 MP, f/1.7, 26mm (wide), PDAF
5 MP, f/1.9, (depth)","LED flash, panorama, HDR",1080p@30fps,"24 MP, f/1.9, 27mm (wide), 1/2.8"", 0.9µm","1080p@30fps, HDR",160.2 x 75.7 x 7.9 mm (6.31 x 2.98 x 0.31 in),"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot",160.2 x 75.7 x 7.9 mm (6.31 x 2.98 x 0.31 in),Yes (optional),"Stereo FM radio, RDS, recording",microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3500 mAh, non-removable",$ 219.99 / £ 280.00
125,Samsung Galaxy A6 (2018),GSM / HSPA / LTE,"2018, May","Available. Released 2018, May",149.9 x 70.8 x 7.7 mm (5.90 x 2.79 x 0.30 in),162 g (5.71 oz),"Glass front, aluminum back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.6 inches, 79.6 cm2 (~75.0% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~294 ppi density)","Android 8.0 (Oreo), upgradable to Android 10, One UI 2.0",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","16 MP, f/1.7, 26mm (wide), PDAF","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,149.9 x 70.8 x 7.7 mm (5.90 x 2.79 x 0.30 in),"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot",149.9 x 70.8 x 7.7 mm (5.90 x 2.79 x 0.30 in),Yes (market/region dependent),FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",$ 282.90 / £ 220.00
126,Samsung Galaxy J7 Duo,GSM / HSPA / LTE,"2018, April","Available. Released 2018, April",153.5 x 77.2 x 8.2 mm (6.04 x 3.04 x 0.32 in),174 g (6.14 oz),Not Found,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Super AMOLED ,"5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM","13 MP, f/1.9, AF
5 MP, f/1.9, (depth)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/1.9",1080p@30fps,153.5 x 77.2 x 8.2 mm (6.04 x 3.04 x 0.32 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",153.5 x 77.2 x 8.2 mm (6.04 x 3.04 x 0.32 in),No,FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity","Li-Ion 3000 mAh, removable",About 240 EUR
127,Samsung Galaxy J7 Prime 2,GSM / HSPA / LTE,"2018, March","Available. Released 2018, April",151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),170 g (6.00 oz),"Glass front (Gorilla Glass), aluminum/plastic back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS IPS ,"5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/1.9, 28mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/1.9",1080p@30fps,151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity","Li-Ion 3300 mAh, non-removable",About 170 EUR
128,Samsung Galaxy S9+,GSM / CDMA / HSPA / EVDO / LTE,"2018, February 25","Available. Released 2018, March",158.1 x 73.8 x 8.5 mm (6.22 x 2.91 x 0.33 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, HDR10","6.2 inches, 98.3 cm2 (~84.2% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~529 ppi density)","Android 8.0 (Oreo), upgradable to Android 10, One UI 2.1","Exynos 9810 (10 nm) - EMEAQualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China",microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom","LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR, stereo sound rec., gyro-EIS & OIS (30fps)","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF
2 MP (dedicated iris scanner camera)",1440p@30fps,158.1 x 73.8 x 8.5 mm (6.22 x 2.91 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",158.1 x 73.8 x 8.5 mm (6.22 x 2.91 x 0.33 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 3500 mAh, non-removable (13.48 Wh)",$ 274.95 / € 419.90 / £ 278.93
129,Samsung Galaxy S9,GSM / CDMA / HSPA / EVDO / LTE,"2018, February 25","Available. Released 2018, March 09",147.7 x 68.7 x 8.5 mm (5.81 x 2.70 x 0.33 in),163 g (5.75 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, HDR10","5.8 inches, 84.8 cm2 (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)","Android 8.0 (Oreo), upgradable to Android 10, One UI 2.1","Exynos 9810 (10 nm) - EMEAQualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China",microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR, stereo sound rec., gyro-EIS & OIS (30fps)","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF
2 MP (dedicated iris scanner camera)",1440p@30fps,147.7 x 68.7 x 8.5 mm (5.81 x 2.70 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",147.7 x 68.7 x 8.5 mm (5.81 x 2.70 x 0.33 in),Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 3000 mAh, non-removable (11.55 Wh)",$ 262.68 / € 314.99 / £ 245.98
130,Samsung Galaxy J2 Pro (2018),GSM / HSPA / LTE,"2018, January","Available. Released 2018, January",143.8 x 72.3 x 8.4 mm (5.66 x 2.85 x 0.33 in),153 g (5.40 oz),"Glass front (Gorilla Glass), plastic back, aluminum frame","Dual SIM (Micro-SIM, dual stand-by)",Super AMOLED ,"5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 1.5GB RAM, 16GB 2GB RAM","8 MP, f/2.2, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",,143.8 x 72.3 x 8.4 mm (5.66 x 2.85 x 0.33 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",143.8 x 72.3 x 8.4 mm (5.66 x 2.85 x 0.33 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2600 mAh, removable",About 120 EUR
131,Samsung Galaxy A8+ (2018),GSM / HSPA / LTE,"2017, December","Available. Released 2018, January",159.9 x 75.7 x 8.3 mm (6.30 x 2.98 x 0.33 in),191 g (6.74 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"6.0 inches, 91.4 cm2 (~75.5% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)",Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 6GB RAM","16 MP, f/1.7, 26mm (wide), 1/2.8”, 1.12µm, PDAF","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 26mm (wide), 1/3.06"", 1.0µm
8 MP, f/1.9, 1/4"", 1.12µm",1080p@30fps,159.9 x 75.7 x 8.3 mm (6.30 x 2.98 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",159.9 x 75.7 x 8.3 mm (6.30 x 2.98 x 0.33 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3500 mAh, non-removable",About 300 EUR
132,Samsung Galaxy A8 (2018),GSM / HSPA / LTE,"2017, December","Available. Released 2018, January",149.2 x 70.6 x 8.4 mm (5.87 x 2.78 x 0.33 in),172 g (6.07 oz),"Glass front (Gorilla Glass 4), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.6 inches, 79.6 cm2 (~75.6% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie), One UI",Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM","16 MP, f/1.7, 26mm (wide), 1/2.8”, 1.12µm, PDAF","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 26mm (wide), 1/3.06"", 1.0µm
8 MP, f/1.9, 24mm (wide), 1/4"", 1.12µm",1080p@30fps,149.2 x 70.6 x 8.4 mm (5.87 x 2.78 x 0.33 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",149.2 x 70.6 x 8.4 mm (5.87 x 2.78 x 0.33 in),Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 3000 mAh, non-removable",$ 312.99 / € 199.99 / £ 199.99
133,Samsung Galaxy J2 (2017),GSM / HSPA / LTE,"2017, October","Available. Released 2017, October",136.5 x 69 x 8.4 mm (5.37 x 2.72 x 0.33 in),130 g (4.59 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",Super AMOLED ,"4.7 inches, 60.9 cm2 (~64.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)",Android 7.0 (Nougat),Exynos 3475 Quad (28 nm),Quad-core 1.3 GHz Cortex-A7,microSDXC (dedicated slot),8GB 1GB RAM,"5 MP, f/2.2, AF",LED flash,720p@30fps,"2 MP, f/2.2",,136.5 x 69 x 8.4 mm (5.37 x 2.72 x 0.33 in),"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",136.5 x 69 x 8.4 mm (5.37 x 2.72 x 0.33 in),No,"FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2000 mAh, removable",About 120 EUR
134,Samsung Galaxy Tab Active 2,GSM / HSPA / LTE,"2017, October","Available. Released 2017, November",127.6 x 214.7 x 9.9 mm (5.02 x 8.45 x 0.39 in),415 g (Wi-Fi) / 419 g (LTE) (14.64 oz),Not Found,Nano-SIM,LCD ,"8.0 inches, 185.6 cm2 (~67.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 7.1.1 (Nougat),Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),16GB 3GB RAM,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,127.6 x 214.7 x 9.9 mm (5.02 x 8.45 x 0.39 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",127.6 x 214.7 x 9.9 mm (5.02 x 8.45 x 0.39 in),Yes,No,USB Type-C 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4450 mAh, removable",About 390 EUR
135,Samsung Galaxy Tab A 8.0 (2017),GSM / HSPA / LTE,"2017, September","Available. Released 2017, September",212.1 x 124.1 x 8.9 mm (8.35 x 4.89 x 0.35 in),364 g (12.84 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM,IPS LCD ,"8.0 inches, 185.6 cm2 (~70.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie), One UI",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/1.9, AF","LED flash, HDR",1080p@30fps,5 MP,1080p@30fps,212.1 x 124.1 x 8.9 mm (8.35 x 4.89 x 0.35 in),"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",212.1 x 124.1 x 8.9 mm (8.35 x 4.89 x 0.35 in),No,No,USB Type-C 2.0,Accelerometer,"Li-Ion 5000 mAh, non-removable",About 200 EUR
136,Samsung Galaxy C7 (2017),GSM / HSPA / LTE,"2017, September","Available. Released 2017, October",152.4 x 74.7 x 7.9 mm (6.00 x 2.94 x 0.31 in),180 g (6.35 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.1 (Nougat),Not Found,Octa-core (4x2.4 GHz & 4x1.7 GHz),microSDXC (uses shared SIM slot),32GB 4GB RAM,"13 MP, f/1.7, AF
5 MP, f/1.9, (depth)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/1.9, 26mm (wide), 1/3.06"", 1.0µm",,152.4 x 74.7 x 7.9 mm (6.00 x 2.94 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",152.4 x 74.7 x 7.9 mm (6.00 x 2.94 x 0.31 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",About 230 EUR
137,Samsung Gear Sport,No cellular connectivity,"2017, August","Available. Released 2017, October",44.6 x 42.9 x 11.6 mm (1.76 x 1.69 x 0.46 in),67g (w/ strap); 50g (w/о strap) (1.76 oz),Not Found,No,Super AMOLED ,"1.2 inches, 4.6 cm2 (~24.3% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~424 ppi density)",Tizen-based wearable platform 4.0,Exynos 3250 Dual,Dual-core 1.0 GHz Cortex-A7,No,4GB 768MB RAM,,Not Found,Not Found,Not Found,Not Found,44.6 x 42.9 x 11.6 mm (1.76 x 1.69 x 0.46 in),Wi-Fi 802.11 b/g/n,44.6 x 42.9 x 11.6 mm (1.76 x 1.69 x 0.46 in),Yes,No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 300 mAh, non-removable",About 200 EUR
138,Samsung Galaxy Note8,GSM / HSPA / LTE,"2017, August 23","Available. Released 2017, September",162.5 x 74.8 x 8.6 mm (6.40 x 2.94 x 0.34 in),195 g (6.88 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, HDR10","6.3 inches, 101.1 cm2 (~83.2% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~521 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)",Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,microSDXC (uses shared SIM slot) - dual SIM model only,"64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@240fps, stereo sound rec., HDR, gyro-EIS","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF
2 MP (dedicated iris scanner camera)",1440p@30fps,162.5 x 74.8 x 8.6 mm (6.40 x 2.94 x 0.34 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",162.5 x 74.8 x 8.6 mm (6.40 x 2.94 x 0.34 in),Yes,No,USB Type-C 3.1,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 3300 mAh, non-removable",$ 259.95 / € 289.99 / £ 309.99
139,Samsung Galaxy S8 Active,GSM / HSPA / LTE,"2017, August","Available. Released 2017, August",151.9 x 74.9 x 9.9 mm (5.98 x 2.95 x 0.39 in),208.1 g (7.34 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM,"Super AMOLED, HDR10","5.8 inches, 85.4 cm2 (~75.0% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~568 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), One UI",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),microSDXC (dedicated slot),64GB 4GB RAM,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@240fps, HDR, stereo sound rec., gyro-EIS, OIS","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF
2 MP (dedicated iris scanner camera)",1440p@30fps,151.9 x 74.9 x 9.9 mm (5.98 x 2.95 x 0.39 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",151.9 x 74.9 x 9.9 mm (5.98 x 2.95 x 0.39 in),Yes,No,USB Type-C,"Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate","Li-Ion 4000 mAh, non-removable",About 850 USD
140,Samsung Galaxy J7 V,GSM / CDMA / HSPA / EVDO / LTE,"2017, March","Available. Released 2017, March",151.4 x 76.2 x 8.6 mm (5.96 x 3.00 x 0.34 in),167.3 g (5.89 oz),"Glass front, plastic back, plastic frame",Nano-SIM,IPS LCD ,"5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0.1 (Nougat),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.2 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,1080p@30fps,151.4 x 76.2 x 8.6 mm (5.96 x 3.00 x 0.34 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",151.4 x 76.2 x 8.6 mm (5.96 x 3.00 x 0.34 in),No,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 3300 mAh, removable",About 240 USD
141,Samsung Galaxy Note FE,GSM / HSPA / LTE,"2017, July","Available. Released 2017, July",153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),167 g (5.89 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, HDR10","5.7 inches, 89.6 cm2 (~79.0% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie), One UI",Exynos 8890 Octa (14 nm),Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),microSDXC (uses shared SIM slot),64GB 4GB RAM,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@240fps, stereo sound rec., HDR, gyro-EIS","5 MP, f/1.7, 22mm (wide)
2 MP (dedicated iris scanner camera)",,153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),Yes,No,USB Type-C 3.1,"Iris scanner, fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Li-Ion 3200 mAh, non-removable",About 500 EUR
142,Samsung Galaxy J7 Max,GSM / HSPA / LTE,"2017, June","Available. Released 2017, June",156.7 x 78.8 x 8.1 mm (6.17 x 3.10 x 0.32 in),179 g (6.31 oz),"Glass front, aluminum/plastic back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",PLS ,"5.7 inches, 89.6 cm2 (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P20 (16 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),microSDXC (dedicated slot),32GB 4GB RAM,"13 MP, f/1.7, AF","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/1.9",1080p@30fps,156.7 x 78.8 x 8.1 mm (6.17 x 3.10 x 0.32 in),"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",156.7 x 78.8 x 8.1 mm (6.17 x 3.10 x 0.32 in),No,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3300 mAh, non-removable",About 170 EUR
143,Samsung Galaxy J7 (2017),GSM / HSPA / LTE,"2017, June","Available. Released 2017, July",152.5 x 74.8 x 8 mm (6.00 x 2.94 x 0.31 in),181 g (6.38 oz),"Glass front, aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.5 inches, 83.4 cm2 (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),16GB 3GB RAM,"13 MP, f/1.7, 27mm (wide), 1/3.1"", 1.12µm, AF","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/1.9, 28mm (wide)",1080p@30fps,152.5 x 74.8 x 8 mm (6.00 x 2.94 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",152.5 x 74.8 x 8 mm (6.00 x 2.94 x 0.31 in),Yes,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3600 mAh, non-removable",About 200 EUR
144,Samsung Galaxy J7 Pro,GSM / HSPA / LTE,"2017, June","Available. Released 2017, July",152.5 x 74.8 x 8 mm (6.00 x 2.94 x 0.31 in),181 g (6.38 oz),"Glass front, aluminum back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED ,"5.5 inches, 83.4 cm2 (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","13 MP, f/1.7, 27mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/1.9, 28mm (wide)",1080p@30fps,152.5 x 74.8 x 8 mm (6.00 x 2.94 x 0.31 in),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",152.5 x 74.8 x 8 mm (6.00 x 2.94 x 0.31 in),Yes,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3600 mAh, non-removable",About 200 EUR
